Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,biotic_regm,Bytes,Center Name,chem_administration,coll_site_geo_feat,Collection_Date,Consent,Cow_number,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,env_broad_scale,env_local_scale,env_medium,Experiment,food_origin,food_prod_char,food_product_type,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,IFSAC_Category,Instrument,intended_consumer,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,progressive,purpose_of_sampling,ReleaseDate,create_date,version,samp_mat_type,Sample Name,sampling_timepoint,SRA Study
SRR29232913,AMPLICON,366,15723423,PRJNA1103402,SAMN41053195,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT160 strain,9985567,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,917,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751667,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_134_S134,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D402G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],134_S134,T3,SRP510782
SRR29232914,AMPLICON,393,18750332,PRJNA1103402,SAMN41053194,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT159 strain,11783687,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,917,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751666,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_133_S133,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C399F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],133_S133,T3,SRP510782
SRR29232915,AMPLICON,396,22651792,PRJNA1103402,SAMN41053193,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT158 strain,14521501,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,902,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751665,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_132_S132,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B396M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],132_S132,T3,SRP510782
SRR29232916,AMPLICON,403,36484325,PRJNA1103402,SAMN41053192,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT157 strain,23400418,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,902,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751664,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_131_S131,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A393L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],131_S131,T3,SRP510782
SRR29232917,AMPLICON,368,14233822,PRJNA1103402,SAMN41053191,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT156 strain,8890469,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,850,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751663,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_130_S130,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E390I,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],130_S130,T3,SRP510782
SRR29232918,AMPLICON,460,15810305,PRJNA1103402,SAMN41053073,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT38 strain,9774567,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,902,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751662,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_12_S12,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B36M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],12_S12,T0,SRP510782
SRR29232919,AMPLICON,295,20498730,PRJNA1103402,SAMN41053190,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT155 strain,13294688,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,850,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751661,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_129_S129,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D387H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],129_S129,T3,SRP510782
SRR29232920,AMPLICON,386,23177686,PRJNA1103402,SAMN41053189,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT154 strain,14962135,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,833,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751660,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_128_S128,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C384G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],128_S128,T3,SRP510782
SRR29232921,AMPLICON,405,13048890,PRJNA1103402,SAMN41053164,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,8684207,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1087,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751659,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_103_S103,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C309F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],103_S103,T2,SRP510782
SRR29232922,AMPLICON,375,23540356,PRJNA1103402,SAMN41053188,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT153 strain,15245594,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,833,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751658,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_127_S127,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B381F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],127_S127,T3,SRP510782
SRR29232923,AMPLICON,330,11980892,PRJNA1103402,SAMN41053132,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,7617367,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1129,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751657,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_71_S71,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A213L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],71_S71,T1,SRP510782
SRR29232924,AMPLICON,294,13177956,PRJNA1103402,SAMN41053131,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,8569999,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1123,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751656,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_70_S70,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E210I,Industry internal investigation,2024-06-17T00:00:00Z,2024-06-12T17:44:00Z,1,Milk: [UBERON:0001913],70_S70,T1,SRP510782
SRR29232925,AMPLICON,357,24618362,PRJNA1103402,SAMN41053067,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT32 strain,16484435,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,771,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751655,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_6_S6,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A18M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],6_S6,T0,SRP510782
SRR29232926,AMPLICON,401,40390359,PRJNA1103402,SAMN41053130,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,25369605,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1123,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751654,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_69_S69,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D207H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],69_S69,T1,SRP510782
SRR29232927,AMPLICON,327,10537697,PRJNA1103402,SAMN41053129,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,6747872,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1113,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751653,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_68_S68,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C204G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],68_S68,T1,SRP510782
SRR29232928,AMPLICON,333,11677410,PRJNA1103402,SAMN41053128,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,7458881,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1113,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751652,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_67_S67,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B201F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],67_S67,T1,SRP510782
SRR29232929,AMPLICON,237,29884562,PRJNA1103402,SAMN41053127,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,20080291,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1097,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751651,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_66_S66,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A198M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],66_S66,T1,SRP510782
SRR29232930,AMPLICON,425,25763129,PRJNA1103402,SAMN41053126,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,16085819,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1097,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751650,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_65_S65,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E195L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],65_S65,T1,SRP510782
SRR29232931,AMPLICON,407,12847452,PRJNA1103402,SAMN41053125,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,8125569,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1087,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751649,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_64_S64,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D192I,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],64_S64,T1,SRP510782
SRR29232932,AMPLICON,434,28743424,PRJNA1103402,SAMN41053172,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,17857919,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1129,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751648,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_111_S111,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A333H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],111_S111,T2,SRP510782
SRR29232933,AMPLICON,340,15520864,PRJNA1103402,SAMN41053124,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,9834707,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1087,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751647,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_63_S63,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C189H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],63_S63,T1,SRP510782
SRR29232934,AMPLICON,413,4886941,PRJNA1103402,SAMN41053123,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,3149514,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1071,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751646,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_62_S62,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B186G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],62_S62,T1,SRP510782
SRR29232935,AMPLICON,458,13122256,PRJNA1103402,SAMN41053122,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,8064701,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1071,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751645,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_61_S61,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A183F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],61_S61,T1,SRP510782
SRR29232936,AMPLICON,438,18721047,PRJNA1103402,SAMN41053121,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT86 strain,12123499,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,1043,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751644,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_60_S60,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E180M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],60_S60,T1,SRP510782
SRR29232937,AMPLICON,363,13458919,PRJNA1103402,SAMN41053066,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT31 strain,8622808,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,771,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751643,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_5_S5,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E15L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],5_S5,T0,SRP510782
SRR29232938,AMPLICON,401,10058197,PRJNA1103402,SAMN41053120,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT85 strain,6271467,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,1043,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751642,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_59_S59,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D177L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],59_S59,T1,SRP510782
SRR29232939,AMPLICON,271,24064778,PRJNA1103402,SAMN41053094,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,15328463,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1137,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751641,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_33_S33,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C99H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],33_S33,T0,SRP510782
SRR29232940,AMPLICON,391,27350237,PRJNA1103402,SAMN41053093,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,17334463,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1129,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751640,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_32_S32,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B96G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],32_S32,T0,SRP510782
SRR29232941,AMPLICON,371,15377757,PRJNA1103402,SAMN41053092,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,9834563,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1129,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751639,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_31_S31,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A93F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],31_S31,T0,SRP510782
SRR29232942,AMPLICON,422,20073617,PRJNA1103402,SAMN41053091,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,12556759,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1123,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751638,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_30_S30,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E90M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],30_S30,T0,SRP510782
SRR29232943,AMPLICON,351,62750510,PRJNA1103402,SAMN41053063,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT28 strain,40628656,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,76,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751637,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_2_S2,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B6G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],2_S2,T0,SRP510782
